type,x,y,cluster
point,290,950,7
point,555,959,15
point,690,764,36
point,525,754,27
point,369,349,14
point,267,419,11
point,416,379,30
point,946,402,9
point,363,581,25
point,880,407,9
point,199,242,28
point,676,916,10
point,895,708,19
point,699,40,6
point,775,157,0
point,805,185,0
point,197,546,46
point,149,643,46
point,852,2,33
point,972,623,40
point,313,953,41
point,477,518,44
point,676,64,6
point,493,567,31
point,515,636,31
point,467,931,15
point,138,515,45
point,367,336,14
point,906,483,26
point,824,719,19
point,41,995,37
point,762,753,19
point,466,911,15
point,297,878,3
point,527,862,15
point,517,218,34
point,588,506,44
point,915,811,35
point,636,490,4
point,483,432,30
point,456,791,27
point,532,600,31
point,291,952,7
point,596,37,38
point,765,267,0
point,600,404,42
point,419,151,18
point,28,977,37
point,965,991,12
point,746,973,10
point,847,964,12
point,463,209,34
point,372,461,25
point,617,313,42
point,349,130,18
point,668,981,10
point,152,379,5
point,2,750,43
point,28,332,24
point,376,131,18
point,614,122,17
point,946,162,22
point,800,146,0
point,315,286,14
point,294,325,14
point,210,672,46
point,102,242,1
point,907,765,35
point,0,90,47
point,916,739,35
point,773,439,39
point,441,157,34
point,127,891,37
point,591,57,38
point,191,60,21
point,500,151,34
point,584,442,44
point,199,273,28
point,329,993,41
point,685,482,4
point,311,868,3
point,937,979,12
point,278,748,20
point,344,812,3
point,430,466,25
point,252,740,20
point,258,900,7
point,222,576,46
point,274,178,18
point,67,78,47
point,441,138,49
point,751,22,6
point,548,297,42
point,697,441,4
point,249,655,46
point,506,151,34
point,847,40,33
point,42,616,48
point,861,458,26
point,316,600,16
point,268,614,46
point,831,27,33
point,800,616,2
point,360,690,16
point,468,110,49
point,953,498,26
point,157,440,45
point,437,996,41
point,937,244,22
point,473,362,30
point,678,327,42
point,374,630,16
point,184,254,28
point,504,311,30
point,286,154,18
point,502,497,44
point,101,979,37
point,995,44,33
point,634,543,4
point,302,575,25
point,59,563,48
point,808,438,39
point,975,198,22
point,637,533,4
point,773,816,23
point,621,101,38
point,131,773,32
point,60,254,1
point,205,581,46
point,711,422,39
point,71,506,45
point,562,291,42
point,856,213,0
point,376,620,16
point,651,631,8
point,2,415,24
point,759,675,29
point,211,473,11
point,866,110,33
point,875,619,40
point,993,951,12
point,598,385,42
point,720,308,0
point,589,696,8
point,780,317,39
point,476,227,34
point,253,482,11
point,187,695,20
point,559,933,15
point,827,921,23
point,904,697,40
point,417,707,27
point,709,864,10
point,960,884,35
point,765,657,29
point,745,393,39
point,305,869,3
point,201,914,7
point,781,932,23
point,649,344,42
point,708,421,39
point,326,69,49
point,459,443,30
point,188,830,20
point,148,28,47
point,572,971,15
point,192,53,21
point,460,656,31
point,219,758,20
point,162,768,20
point,269,379,11
point,309,919,41
point,937,144,22
point,654,888,10
point,703,395,39
point,217,134,13
point,996,672,40
point,189,289,28
point,880,111,33
point,282,63,21
point,302,311,14
point,145,109,13
point,329,637,16
point,209,65,21
point,387,707,16
point,564,833,36
point,780,962,10
point,341,767,3
point,712,557,4
point,732,651,29
point,601,916,15
point,950,271,9
point,789,845,23
point,273,744,20
point,470,703,27
point,599,274,42
point,655,21,6
point,392,405,14
point,349,125,18
point,665,906,10
point,780,718,19
point,778,975,10
point,628,832,36
point,670,767,36
point,856,962,12
point,335,101,18
point,162,687,20
point,385,448,25
point,958,315,9
point,628,955,10
point,416,935,41
point,338,399,14
point,752,385,39
point,630,700,8
point,123,361,5
point,750,585,2
point,569,330,42
point,118,385,5
point,165,971,7
point,675,939,10
point,479,143,34
point,356,649,16
point,811,464,39
point,202,198,13
point,13,65,47
point,354,725,16
point,586,353,42
point,592,368,42
point,938,292,9
point,679,630,29
point,122,984,37
point,697,781,36
point,344,748,3
point,249,831,3
point,373,868,41
point,61,295,1
point,582,800,36
point,152,523,45
point,648,864,36
point,397,48,49
point,658,122,17
point,875,188,22
point,181,864,7
point,911,671,40
point,390,55,49
point,948,118,33
point,847,244,0
point,329,569,25
point,562,426,44
point,705,505,4
point,895,643,40
point,519,773,27
point,769,329,39
point,64,773,32
point,992,165,22
point,347,528,25
point,579,937,15
point,726,720,29
point,53,118,47
point,829,929,12
point,18,473,45
point,477,580,31
point,110,401,5
point,593,771,36
point,120,169,13
point,760,946,10
point,730,805,23
point,861,80,33
point,374,80,49
point,413,762,27
point,253,347,28
point,281,78,21
point,849,881,23
point,37,369,24
point,692,265,17
point,341,428,25
point,747,65,6
point,776,283,0
point,883,322,9
point,713,976,10
point,301,562,25
point,651,339,42
point,267,93,21
point,341,369,14
point,931,569,40
point,430,228,34
point,282,953,7
point,534,979,15
point,490,7,38
point,53,287,1
point,186,572,46
point,810,829,23
point,710,632,29
point,934,472,26
point,178,786,20
point,841,303,0
point,976,303,9
point,982,767,35
point,972,249,22
point,573,684,8
point,910,0,33
point,743,152,6
point,331,927,41
point,265,302,28
point,345,968,41
point,987,147,22
point,565,417,44
point,185,297,28
point,921,15,33
point,11,136,47
point,147,816,32
point,688,890,10
point,15,549,48
point,80,423,45
point,467,734,27
point,461,570,31
point,220,703,20
point,133,101,47
point,462,987,41
point,788,780,19
point,702,644,29
point,318,90,21
point,804,633,2
point,564,329,42
point,92,812,32
point,57,351,24
point,755,442,39
point,722,907,10
point,28,0,47
point,85,577,48
point,846,449,26
point,744,343,39
point,660,880,10
point,725,112,6
point,429,308,30
point,777,939,10
point,772,331,39
point,453,784,27
point,127,131,13
point,999,16,33
point,391,667,16
point,18,253,1
point,79,584,48
point,624,712,8
point,120,208,13
point,790,493,2
point,950,260,22
point,13,624,48
point,229,727,20
point,849,38,33
point,506,777,27
point,280,599,46
point,456,721,27
point,420,184,34
point,951,86,33
point,430,865,41
point,667,483,4
point,848,245,0
point,342,242,18
point,87,617,48
point,253,897,7
point,453,443,30
point,56,243,1
point,755,526,2
point,970,97,33
point,766,703,19
point,204,72,21
point,199,705,20
point,810,23,6
point,931,300,9
point,859,706,19
point,620,332,42
point,23,67,47
point,341,797,3
point,641,469,4
point,250,366,28
point,30,315,24
point,123,737,43
point,502,402,30
point,310,629,16
point,399,283,14
point,528,16,38
point,99,912,37
point,317,940,41
point,554,723,8
point,850,66,33
point,89,152,13
point,812,917,23
point,339,242,18
point,721,233,0
point,535,619,8
point,193,652,46
point,147,634,46
point,985,303,9
point,7,445,24
point,693,739,29
point,494,400,30
point,136,655,43
point,951,349,9
point,427,286,14
point,381,619,16
point,108,658,43
point,760,201,0
point,252,178,18
point,545,197,34
point,300,133,18
point,297,695,16
point,187,676,46
point,80,586,48
point,592,880,15
point,135,809,32
point,835,665,19
point,533,115,38
point,222,301,28
point,47,245,1
point,446,76,49
point,317,624,16
point,708,346,39
point,878,630,40
point,162,611,46
point,139,686,43
point,380,464,25
point,309,451,11
point,361,678,16
point,358,32,49
point,327,113,18
point,831,288,0
point,877,876,12
point,299,707,16
point,454,298,30
point,762,547,2
point,869,330,9
point,529,530,44
point,788,76,6
point,191,914,7
point,114,404,5
point,405,735,27
point,941,472,26
point,838,666,19
point,381,383,14
point,164,430,45
point,637,897,10
point,652,567,4
point,141,742,20
point,904,411,9
point,608,331,42
point,629,619,8
point,189,358,5
point,163,554,46
point,96,64,47
point,965,456,26
point,923,58,33
point,375,742,3
point,239,61,21
point,825,800,23
point,316,420,11
point,229,906,7
point,432,759,27
point,904,672,40
point,740,502,4
point,718,429,39
point,100,201,1
point,260,173,18
point,669,277,42
point,831,78,33
point,448,482,25
point,938,766,35
point,838,609,2
point,867,325,9
point,813,984,12
point,547,507,44
point,44,414,24
point,301,988,7
point,319,104,18
point,221,55,21
point,569,508,44
point,248,316,28
point,56,746,43
point,154,746,20
point,146,186,13
point,261,284,28
point,465,103,49
point,937,340,9
point,265,386,11
point,285,520,11
point,737,729,29
point,818,865,23
point,212,756,20
point,817,488,2
point,939,725,35
point,717,533,4
point,761,831,23
point,18,176,1
point,641,648,8
point,733,830,23
point,183,253,28
point,77,263,1
point,917,755,35
point,833,814,23
point,198,739,20
point,606,773,36
point,986,383,9
point,533,61,38
point,448,409,30
point,121,306,5
point,807,215,0
point,40,42,47
point,908,539,26
point,180,53,21
point,637,263,42
point,392,466,25
point,643,246,17
point,597,681,8
point,453,145,34
point,260,227,28
point,456,567,31
point,685,789,36
point,657,359,42
point,963,301,9
point,280,429,11
point,515,642,31
point,221,873,7
point,317,497,25
point,490,49,38
point,576,390,42
point,121,970,37
point,863,860,23
point,145,771,20
point,624,689,8
point,347,147,18
point,375,845,3
point,981,30,33
point,721,436,4
point,726,515,4
point,113,248,1
point,431,797,27
point,867,205,22
point,771,950,10
point,17,430,24
point,637,879,36
point,596,724,8
point,84,436,45
point,714,678,29
point,73,314,24
point,712,209,17
point,928,253,22
point,663,895,10
point,654,134,17
point,69,544,48
point,880,343,9
point,837,623,2
point,506,129,38
point,535,565,44
point,260,177,18
point,270,760,20
point,206,320,28
point,11,681,43
point,471,279,34
point,214,946,7
point,264,685,16
point,523,451,44
point,579,707,8
point,35,842,32
point,652,798,36
point,971,304,9
point,763,665,29
point,989,935,12
point,371,342,14
point,139,941,37
point,516,31,38
point,57,703,43
point,586,859,36
point,588,458,44
point,687,214,17
point,907,90,33
point,317,642,16
point,934,133,22
point,226,772,20
point,673,674,29
point,58,619,48
point,744,673,29
point,976,758,35
point,472,704,27
point,30,831,32
point,738,0,6
point,24,292,1
point,727,155,6
point,278,811,3
point,311,122,18
point,823,894,23
point,929,606,40
point,90,129,47
point,837,75,33
point,764,431,39
point,802,600,2
point,53,734,43
point,48,654,43
point,565,286,42
point,596,319,42
point,413,39,49
point,708,660,29
point,834,764,19
point,839,556,2
point,247,740,20
point,779,903,23
point,212,217,13
point,812,384,39
point,441,722,27
point,106,607,48
point,723,390,39
point,395,994,41
point,152,855,32
point,374,669,16
point,540,462,44
point,428,714,27
point,723,868,23
point,583,341,42
point,397,364,14
point,888,268,9
point,195,618,46
point,420,175,34
point,155,484,45
point,12,900,37
point,310,544,25
point,58,975,37
point,153,624,46
point,95,717,43
point,93,436,45
point,475,247,34
point,686,704,29
point,722,702,29
point,714,559,4
point,533,219,34
point,414,782,27
point,629,788,36
point,514,361,30
point,758,929,10
point,921,193,22
point,814,578,2
point,851,743,19
point,380,120,49
point,686,58,6
point,796,985,10
point,422,883,41
point,697,620,29
point,436,711,27
point,804,2,6
point,325,623,16
point,5,630,48
point,713,915,10
point,893,581,40
point,963,217,22
point,349,566,25
point,420,96,49
point,329,34,49
point,909,182,22
point,384,86,49
point,222,72,21
point,254,570,46
point,471,661,31
point,921,436,26
point,807,857,23
point,912,26,33
point,187,64,21
point,427,857,41
point,842,677,19
point,632,701,8
point,151,942,7
point,399,92,49
point,531,570,31
point,726,262,0
point,653,84,6
point,778,768,19
point,876,868,23
point,415,128,49
point,731,42,6
point,39,137,47
point,146,229,13
point,805,104,6
point,163,20,21
point,515,2,38
point,647,339,42
point,903,955,12
point,80,373,24
point,379,827,3
point,119,417,45
point,284,367,14
point,885,644,40
point,969,190,22
point,387,690,16
point,653,845,36
point,649,904,10
point,829,30,33
point,976,927,12
point,330,204,18
point,236,509,11
point,714,110,6
point,218,829,20
point,33,799,32
point,234,136,21
point,552,988,15
point,601,507,44
point,714,41,6
point,485,350,30
point,921,812,35
point,128,506,45
point,58,228,1
point,633,490,4
point,756,192,0
point,862,982,12
point,90,270,1
point,257,660,46
point,740,763,29
point,937,99,33
point,252,795,20
point,627,596,8
point,905,381,9
point,971,139,22
point,648,46,6
point,821,717,19
point,829,869,23
point,868,637,40
point,985,429,26
point,789,760,19
point,29,858,32
point,803,623,2
point,719,961,10
point,82,264,1
point,114,792,32
point,854,309,9
point,981,705,40
point,597,134,17
point,488,147,34
point,684,7,6
point,277,889,7
point,140,861,32
point,723,953,10
point,376,393,14
point,464,684,31
point,626,703,8
point,939,881,35
point,684,68,6
point,7,71,47
point,299,863,3
point,173,49,21
point,422,783,27
point,225,55,21
point,206,79,21
point,16,89,47
point,723,464,4
point,840,715,19
point,596,983,15
point,3,652,48
point,540,589,8
point,807,574,2
point,337,966,41
point,540,133,38
point,274,139,18
point,483,769,27
point,429,711,27
point,530,918,15
point,168,550,46
point,895,188,22
point,576,894,15
point,43,308,24
point,476,644,31
point,121,612,48
point,857,830,23
point,65,65,47
point,921,641,40
point,605,644,8
point,577,458,44
point,197,164,13
point,833,214,0
point,834,433,39
point,946,861,35
point,750,32,6
point,715,953,10
point,89,753,43
point,701,37,6
point,927,785,35
point,631,449,4
point,798,803,23
point,119,277,5
point,601,53,38
point,459,997,41
point,827,393,39
point,826,581,2
point,702,205,17
point,191,364,5
point,504,586,31
point,33,421,24
point,523,934,15
point,365,481,25
point,180,28,21
point,194,220,13
point,210,923,7
point,42,356,24
point,148,729,20
point,849,340,9
point,933,189,22
point,844,176,0
point,435,950,41
point,320,741,3
point,296,358,14
point,41,779,32
point,733,451,4
point,924,928,12
point,124,281,5
point,98,81,47
point,82,341,24
point,761,322,39
point,960,329,9
point,208,459,11
point,886,124,33
point,974,336,9
point,162,707,20
point,931,402,9
point,664,893,10
point,716,120,6
point,159,759,20
point,69,311,24
point,788,753,19
point,80,354,24
point,365,325,14
point,911,972,12
point,88,329,5
point,101,833,32
point,471,306,30
point,165,447,45
point,415,651,31
point,803,874,23
point,338,366,14
point,181,212,13
point,767,399,39
point,277,144,18
point,567,884,15
point,764,360,39
point,341,696,16
point,514,220,34
point,282,981,7
point,483,637,31
point,285,29,21
point,375,110,49
point,446,499,25
point,660,401,42
point,620,388,42
point,152,293,5
point,683,387,42
point,44,67,47
point,745,219,0
point,566,664,8
point,324,816,3
point,72,982,37
point,142,683,43
point,958,106,33
point,886,575,40
point,894,559,26
point,840,335,39
point,845,289,0
point,169,254,13
point,634,500,4
point,12,280,1
point,795,748,19
point,223,561,46
point,391,155,18
point,126,143,13
point,714,938,10
point,809,34,6
point,738,141,6
point,530,523,44
point,901,698,40
point,772,248,0
point,512,914,15
point,477,993,15
point,364,255,14
point,523,407,30
point,180,275,28
point,232,858,7
point,559,486,44
point,513,403,30
point,780,76,6
point,47,563,48
point,840,68,33
point,948,112,33
point,154,665,46
point,797,83,6
point,756,854,23
point,990,350,9
point,774,21,6
point,542,216,34
point,191,780,20
point,784,775,19
point,33,944,37
point,478,5,49
point,725,259,0
point,24,790,32
point,190,766,20
point,887,794,35
point,628,636,8
point,737,89,6
point,16,924,37
point,160,184,13
point,466,272,34
point,406,571,31
point,239,293,28
point,585,499,44
point,798,560,2
point,127,223,13
point,209,103,21
point,386,979,41
point,573,600,8
point,543,723,27
point,774,379,39
point,309,772,3
point,293,202,18
point,306,369,14
point,774,122,6
point,422,206,34
point,29,255,1
point,982,131,22
point,674,731,29
point,145,650,46
point,718,845,23
point,306,324,14
point,308,768,3
point,571,814,36
point,534,749,27
point,567,1,38
point,838,842,23
point,668,850,36
point,53,580,48
point,218,625,46
point,405,450,25
point,526,522,44
point,783,434,39
point,40,478,45
point,728,906,10
point,855,678,19
point,485,999,15
point,877,585,40
point,666,517,4
point,508,349,30
point,665,571,4
point,771,734,19
point,235,67,21
point,352,389,14
point,12,222,1
point,332,358,14
point,713,110,6
point,230,972,7
point,674,839,36
point,850,260,0
point,789,477,2
point,581,468,44
point,476,907,15
point,822,983,12
point,365,484,25
point,526,551,44
point,964,738,35
point,121,678,43
point,591,342,42
point,152,187,13
point,838,452,39
point,489,194,34
point,691,771,36
point,161,365,5
point,230,435,11
point,194,714,20
point,399,235,18
point,733,932,10
point,523,891,15
point,919,507,26
point,279,583,46
point,562,586,8
point,341,505,25
point,467,813,27
point,618,616,8
point,743,337,39
point,952,90,33
point,42,504,45
point,930,827,35
point,959,301,9
point,372,395,14
point,586,607,8
point,714,506,4
point,86,337,5
point,387,142,18
point,95,720,43
point,591,288,42
point,795,220,0
point,250,268,28
point,426,216,34
point,816,797,23
point,802,288,0
point,436,936,41
point,392,141,18
point,122,128,13
point,663,789,36
point,343,191,18
point,341,589,16
point,750,855,23
point,837,16,33
point,966,903,12
point,903,926,12
point,473,533,44
point,745,45,6
point,750,103,6
point,418,159,18
point,183,736,20
point,197,525,11
point,246,450,11
point,851,276,0
point,931,738,35
point,516,138,38
point,719,765,29
point,888,35,33
point,843,616,2
point,631,183,17
point,508,361,30
point,687,79,6
point,682,154,17
point,53,445,45
point,631,687,8
point,856,297,9
point,729,998,10
point,689,962,10
point,839,567,2
point,693,914,10
point,959,463,26
point,183,644,46
point,599,574,8
point,867,435,26
point,741,708,29
point,479,978,15
point,325,303,14
point,816,101,6
point,23,397,24
point,673,931,10
point,780,850,23
point,479,574,31
point,632,380,42
point,956,159,22
point,685,675,29
point,39,597,48
point,848,467,26
point,660,22,6
point,248,354,28
point,686,385,42
point,318,6,21
point,320,609,16
point,979,516,26
point,835,866,23
point,602,32,38
point,629,109,17
point,407,680,16
point,192,290,28
point,139,483,45
point,207,882,7
point,876,482,26
point,265,902,7
point,745,601,2
point,611,656,8
point,54,893,37
point,18,381,24
point,680,278,42
point,387,899,41
point,974,639,40
point,124,423,45
point,670,74,6
point,751,557,2
point,238,463,11
point,144,754,20
point,743,796,23
point,387,795,3
point,300,169,18
point,890,800,35
point,467,744,27
point,269,240,28
point,116,878,32
point,521,593,31
point,475,74,49
point,648,381,42
point,908,492,26
point,514,156,34
point,312,252,28
point,250,308,28
point,71,41,47
point,44,414,24
point,417,252,34
point,916,888,12
point,193,17,21
point,29,432,24
point,188,732,20
point,680,921,10
point,743,31,6
point,355,690,16
point,825,953,12
point,463,938,41
point,40,723,43
point,735,116,6
point,71,859,32
point,490,897,15
point,942,444,26
point,849,38,33
point,334,761,3
point,571,514,44
point,266,259,28
point,219,271,28
point,687,828,36
point,963,516,26
point,809,258,0
point,433,356,30
point,307,836,3
point,632,978,10
point,705,415,39
point,588,805,36
point,798,543,2
point,48,276,1
point,982,187,22
point,69,795,32
point,143,896,37
point,259,962,7
point,296,722,16
point,648,627,8
point,439,661,31
point,482,540,44
point,91,255,1
point,740,696,29
point,50,11,47
point,383,698,16
point,188,937,7
point,809,619,2
point,758,250,0
point,341,885,41
point,418,18,49
point,349,530,25
point,224,127,21
point,265,907,7
point,808,527,2
point,145,683,43
point,488,700,27
point,654,992,10
point,946,697,40
point,856,13,33
point,70,530,48
point,637,896,10
point,245,28,21
point,525,349,30
point,478,677,31
point,833,239,0
point,593,889,15
point,665,743,29
point,531,841,15
point,281,498,11
point,977,819,35
point,149,857,32
point,392,697,16
point,391,557,25
point,728,488,4
point,913,329,9
point,294,889,7
point,594,553,44
point,64,237,1
point,259,165,18
point,667,762,36
point,473,526,44
point,874,158,22
point,709,504,4
point,586,425,44
point,15,687,43
point,987,712,40
point,3,195,1
point,353,643,16
point,23,165,1
point,177,24,21
point,762,181,0
point,610,930,15
point,406,449,25
point,134,241,13
point,51,253,1
point,591,539,44
point,474,763,27
point,974,379,9
point,309,38,21
point,413,25,49
point,801,909,23
point,813,125,6
point,478,135,34
point,725,124,6
point,406,766,27
point,13,247,1
point,455,973,41
point,266,492,11
point,643,338,42
point,913,505,26
point,657,544,4
point,717,524,4
point,292,702,16
point,517,344,30
point,871,55,33
point,765,323,39
point,355,424,25
point,510,874,15
point,307,326,14
point,88,960,37
point,552,946,15
point,207,54,21
point,754,487,4
point,523,147,34
point,657,215,17
point,344,546,25
point,646,127,17
point,866,700,19
point,377,903,41
point,10,565,48
point,975,716,40
point,811,817,23
point,677,248,17
point,841,183,0
point,791,727,19
point,153,158,13
point,828,370,39
point,972,581,40
point,779,790,23
point,456,973,41
point,569,606,8
point,353,611,16
point,101,244,1
point,994,488,26
point,554,815,36
point,639,536,4
point,36,488,45
point,916,163,22
point,931,328,9
point,371,398,14
point,283,661,16
point,304,66,21
point,507,396,30
point,367,391,14
point,229,623,46
point,886,784,35
point,17,864,32
point,216,452,11
point,200,531,46
point,943,764,35
point,816,378,39
point,209,23,21
point,63,905,37
point,0,728,43
point,515,909,15
point,503,667,31
point,249,695,20
point,412,862,41
point,816,28,33
point,706,278,0
point,204,726,20
point,193,729,20
point,735,165,0
point,512,575,31
point,193,874,7
point,237,331,28
point,42,136,47
point,655,54,6
point,173,12,21
point,813,823,23
point,754,479,4
point,640,204,17
point,688,765,36
point,285,409,11
point,292,302,28
point,308,76,21
point,90,2,47
point,534,695,8
point,790,203,0
point,895,97,33
point,696,661,29
point,735,901,10
point,834,682,19
point,421,444,25
point,133,543,45
point,145,621,46
point,62,503,45
point,300,365,14
point,165,833,32
point,97,188,1
point,268,466,11
point,91,758,43
point,771,796,23
point,287,328,28
point,355,725,16
point,708,184,17
point,645,570,4
point,786,807,23
point,595,164,17
point,106,974,37
point,195,947,7
point,268,134,18
point,499,223,34
point,389,676,16
point,427,302,14
point,753,910,10
point,944,358,9
point,966,654,40
point,326,348,14
point,270,350,28
point,9,231,1
point,469,396,30
point,868,44,33
point,684,12,6
point,757,318,39
point,882,42,33
point,669,126,17
point,823,413,39
point,875,655,40
point,82,985,37
point,477,914,15
point,230,146,13
point,572,601,8
point,158,170,13
point,878,263,22
point,640,446,4
point,975,184,22
point,957,652,40
point,384,460,25
point,468,783,27
point,544,482,44
point,839,45,33
point,147,440,45
point,957,269,9
point,678,965,10
point,359,587,16
point,340,234,18
point,23,437,24
point,581,27,38
point,677,553,4
point,943,652,40
point,83,897,37
point,627,890,36
point,256,624,46
point,239,958,7
point,858,346,9
point,363,216,18
point,411,771,27
point,74,694,43
point,547,308,42
point,740,538,2
point,897,536,26
point,636,485,4
point,289,483,11
point,275,211,18
point,364,52,49
point,60,238,1
point,953,284,9
point,605,503,44
point,629,669,8
point,975,102,33
point,479,758,27
point,238,851,7
point,688,339,42
point,749,856,23
point,710,149,17
point,77,507,45
point,391,653,16
point,432,535,25
point,734,87,6
point,262,301,28
point,143,861,32
point,433,11,49
point,922,236,22
point,427,736,27
point,507,661,31
point,921,772,35
point,637,359,42
point,305,704,16
point,59,301,1
point,781,306,0
point,631,972,10
point,410,709,16
point,543,516,44
point,765,963,10
point,26,354,24
point,112,605,48
point,81,951,37
point,63,346,24
point,329,24,49
point,215,38,21
point,157,627,46
point,6,126,47
point,240,511,11
point,757,874,23
point,235,718,20
point,387,910,41
point,996,937,12
point,239,554,46
point,210,72,21
point,625,597,8
point,933,538,26
point,52,551,48
point,592,105,38
point,430,517,25
point,697,248,17
point,205,456,11
point,125,376,5
point,731,480,4
point,467,323,30
point,348,272,14
point,382,297,14
point,483,825,27
point,86,793,32
point,61,843,32
point,820,121,6
point,217,686,20
point,813,24,6
point,496,527,44
point,520,695,8
point,510,917,15
point,138,232,13
point,483,532,44
point,352,893,41
point,150,778,20
point,113,77,47
point,241,876,7
point,717,986,10
point,161,687,20
point,757,521,2
point,819,709,19
point,575,25,38
point,913,424,26
point,758,136,6
point,766,792,23
point,417,584,31
point,107,524,45
point,393,616,16
point,769,91,6
point,645,466,4
point,410,391,30
point,381,17,49
point,145,959,37
point,44,282,1
point,732,928,10
point,814,242,0
point,172,300,5
point,485,622,31
point,689,487,4
point,946,941,12
point,318,700,16
point,987,330,9
point,420,71,49
point,83,997,37
point,160,491,45
point,6,875,32
point,751,298,0
point,935,475,26
point,730,98,6
point,260,713,20
point,662,975,10
point,582,10,38
point,913,640,40
point,925,130,22
point,938,655,40
point,336,265,14
point,326,344,14
point,524,907,15
point,280,159,18
point,423,370,30
point,498,308,30
point,644,222,17
point,10,166,1
point,633,871,36
point,731,15,6
point,430,910,41
point,105,3,47
point,834,970,12
point,702,939,10
point,21,961,37
point,185,405,5
point,922,2,33
point,768,480,2
point,814,307,0
point,711,26,6
point,595,260,42
point,302,872,3
point,778,68,6
point,442,445,30
point,910,211,22
point,717,438,4
point,555,258,34
point,303,592,16
point,641,498,4
point,772,450,39
point,472,339,30
point,513,903,15
point,414,851,41
point,261,139,18
point,885,404,9
point,615,676,8
point,164,231,13
point,925,794,35
point,886,202,22
point,816,263,0
point,948,134,22
point,285,132,18
point,541,889,15
point,223,714,20
point,874,814,35
point,2,515,48
point,382,3,49
point,519,233,34
point,730,703,29
point,182,988,7
point,816,278,0
point,883,290,9
point,856,83,33
point,429,921,41
point,237,979,7
point,471,392,30
point,764,900,23
point,986,14,33
point,404,955,41
point,919,877,35
point,898,324,9
point,411,822,27
point,247,214,28
point,877,861,35
point,580,402,42
point,798,716,19
point,29,327,24
point,818,607,2
point,505,427,30
point,336,67,49
point,767,502,2
point,316,999,41
point,394,611,16
point,236,211,28
point,976,195,22
point,956,809,35
point,648,957,10
point,510,966,15
point,107,498,45
point,472,485,44
point,33,603,48
point,780,833,23
point,106,979,37
point,631,212,17
point,327,300,14
point,0,16,47
point,693,642,29
point,682,111,6
point,725,80,6
point,885,308,9
point,835,510,2
point,239,959,7
point,668,162,17
point,776,91,6
point,277,801,3
point,142,552,46
point,757,672,29
point,889,532,26
point,445,371,30
point,995,39,33
point,364,138,18
point,228,843,7
point,802,26,6
point,484,45,38
point,696,688,29
point,961,884,35
point,983,655,40
point,656,801,36
point,387,973,41
point,977,535,26
point,213,501,11
point,837,391,39
point,606,751,36
point,161,809,20
point,948,554,26
point,214,399,11
point,789,120,6
point,654,2,6
point,213,92,21
point,411,563,25
point,556,116,38
point,632,938,10
point,464,698,27
point,586,674,8
point,915,688,40
point,454,261,34
point,127,768,32
point,615,191,17
point,500,449,44
point,620,756,36
point,592,60,38
point,901,81,33
point,781,758,19
point,877,677,40
point,938,497,26
point,549,503,44
point,84,421,45
point,984,680,40
point,584,798,36
point,322,675,16
point,110,44,47
point,464,72,49
point,596,485,44
point,468,287,34
point,410,83,49
point,483,638,31
point,499,337,30
point,368,943,41
point,838,425,39
point,1,136,47
point,429,171,34
point,614,540,4
point,443,747,27
point,492,876,15
point,563,610,8
point,583,87,38
point,92,897,37
point,891,26,33
point,38,683,43
point,435,897,41
point,264,555,46
point,891,21,33
point,713,374,39
point,818,479,2
point,915,497,26
point,886,622,40
point,874,865,23
point,241,691,20
point,371,978,41
point,255,615,46
point,534,176,34
point,509,191,34
point,480,929,15
point,435,213,34
point,89,714,43
point,709,878,10
point,6,163,1
point,82,785,32
point,468,727,27
point,640,113,17
point,711,136,6
point,789,813,23
point,286,38,21
point,477,732,27
point,591,543,44
point,185,54,21
point,788,699,19
point,762,985,10
point,955,550,26
point,591,597,8
point,659,116,17
point,696,965,10
point,89,385,24
point,236,619,46
point,15,913,37
point,258,111,21
point,406,197,18
point,729,826,23
point,187,840,20
point,166,306,5
point,814,870,23
point,721,818,23
point,284,976,7
point,139,357,5
point,501,674,31
point,94,518,45
point,441,396,30
point,39,410,24
point,327,257,18
point,693,243,17
point,608,456,44
point,819,323,39
point,542,861,15
point,120,541,45
point,1,363,24
point,247,769,20
point,15,438,24
point,963,333,9
point,713,408,39
point,546,19,38
point,640,721,29
point,643,789,36
point,634,723,29
point,384,284,14
point,642,713,29
point,646,219,17
point,235,716,20
point,422,396,30
point,519,900,15
point,551,473,44
point,82,460,45
point,222,740,20
point,477,633,31
point,2,396,24
point,458,435,30
point,646,864,36
point,565,101,38
point,555,714,8
point,284,353,14
point,685,40,6
point,530,322,30
point,976,581,40
point,813,535,2
point,216,169,13
point,594,406,42
point,881,434,26
point,552,610,8
point,833,691,19
point,523,854,15
point,529,315,30
point,117,842,32
point,3,228,1
point,324,222,18
point,740,323,39
point,673,430,4
point,15,927,37
point,810,178,0
point,486,318,30
point,407,145,18
point,979,531,26
point,275,282,28
point,593,778,36
point,812,433,39
point,985,627,40
point,591,470,44
point,264,915,7
point,996,762,35
point,240,454,11
point,659,576,4
point,9,195,1
point,571,580,8
point,194,826,20
point,45,203,1
point,744,420,39
point,914,324,9
point,621,664,8
point,414,650,31
point,622,903,10
point,687,81,6
point,725,509,4
point,645,702,29
point,855,526,2
point,538,837,15
point,562,214,34
point,765,91,6
point,874,314,9
point,965,809,35
